analysis_scope,month,split_name,transactions,fraud_transactions,fraud_rate,total_amount,fraud_amount,fraud_amount_share,fraud_lift_vs_development_baseline
DEVELOPMENT_DISCOVERY,2011-02,DEVELOPMENT,118318,0,0.0,5099162.689999998,,,0.0
DEVELOPMENT_DISCOVERY,2011-05,DEVELOPMENT,132073,0,0.0,5663722.849999998,,,0.0
DEVELOPMENT_DISCOVERY,2000-10,DEVELOPMENT,16187,16,0.0009884475196145054,736761.0199999994,2588.35,0.003513147316072723,0.6999292323201555
DEVELOPMENT_DISCOVERY,1997-04,DEVELOPMENT,3693,0,0.0,176773.6900000001,,,0.0
DEVELOPMENT_DISCOVERY,1997-06,DEVELOPMENT,4108,7,0.0017039922103213243,195758.82,1593.6900000000003,0.008141089121808153,1.2066133365531357
DEVELOPMENT_DISCOVERY,1998-01,DEVELOPMENT,5287,0,0.0,244523.34,,,0.0
DEVELOPMENT_DISCOVERY,1998-11,DEVELOPMENT,7427,6,0.0008078632018311566,352412.7000000002,1266.39,0.0035934857058216104,0.5720557333159263
DEVELOPMENT_DISCOVERY,1998-12,DEVELOPMENT,7821,1,0.00012786088735455825,362604.38000000006,66.38,0.00018306452889510044,0.09053952886112995
DEVELOPMENT_DISCOVERY,1999-02,DEVELOPMENT,7914,0,0.0,366403.48999999993,,,0.0
DEVELOPMENT_DISCOVERY,1999-10,DEVELOPMENT,11252,0,0.0,522898.0499999996,,,0.0
DEVELOPMENT_DISCOVERY,1992-09,DEVELOPMENT,376,0,0.0,20652.010000000002,,,0.0
DEVELOPMENT_DISCOVERY,1992-11,DEVELOPMENT,519,0,0.0,26581.87,,,0.0
DEVELOPMENT_DISCOVERY,1993-04,DEVELOPMENT,590,0,0.0,32180.920000000006,,,0.0
DEVELOPMENT_DISCOVERY,1993-05,DEVELOPMENT,690,0,0.0,40600.74,,,0.0
DEVELOPMENT_DISCOVERY,1993-07,DEVELOPMENT,727,0,0.0,40424.61,,,0.0
DEVELOPMENT_DISCOVERY,1993-11,DEVELOPMENT,782,0,0.0,43871.390000000014,,,0.0
DEVELOPMENT_DISCOVERY,1991-09,DEVELOPMENT,190,0,0.0,10057.24,,,0.0
DEVELOPMENT_DISCOVERY,1992-01,DEVELOPMENT,418,0,0.0,24987.229999999996,,,0.0
DEVELOPMENT_DISCOVERY,2005-10,DEVELOPMENT,66643,29,0.00043515447984034334,3016774.8000000026,1285.93,0.0004262598587073848,0.30813708868844475
DEVELOPMENT_DISCOVERY,2006-01,DEVELOPMENT,70913,124,0.0017486215503504294,3178700.7800000003,13070.939999999999,0.004112038503982749,1.2382158031339707
DEVELOPMENT_DISCOVERY,2006-08,DEVELOPMENT,79142,83,0.001048747820373506,3554763.049999999,6185.89,0.0017401694326714694,0.7426284575004484
DEVELOPMENT_DISCOVERY,2008-03,DEVELOPMENT,100001,319,0.0031899681003189967,4463592.610000004,37316.39000000001,0.008360169321097602,2.2588472116889253
DEVELOPMENT_DISCOVERY,2008-08,DEVELOPMENT,106075,346,0.0032618430355880273,4654032.2500000065,38171.1,0.008201726578065708,2.309742547321447
DEVELOPMENT_DISCOVERY,2001-07,DEVELOPMENT,22609,52,0.0022999690388783227,1041042.279999999,5117.98,0.004916207629914901,1.6286302831434676
DEVELOPMENT_DISCOVERY,2002-02,DEVELOPMENT,23629,0,0.0,1051263.0700000008,,,0.0
DEVELOPMENT_DISCOVERY,2002-03,DEVELOPMENT,26788,0,0.0,1216617.8399999985,,,0.0
DEVELOPMENT_DISCOVERY,2002-12,DEVELOPMENT,34254,67,0.001955975944415251,1557041.889999999,6304.540000000001,0.004049049701546569,1.3850454516241644
DEVELOPMENT_DISCOVERY,2009-03,DEVELOPMENT,112198,131,0.0011675787447191573,4878703.230000001,13232.769999999999,0.002712353954761867,0.8267737823686657
DEVELOPMENT_DISCOVERY,2009-10,DEVELOPMENT,118458,54,0.000455857772375019,5224637.799999993,4208.530000000001,0.0008055161259216871,0.3227972900271527
DEVELOPMENT_DISCOVERY,2010-06,DEVELOPMENT,122995,285,0.0023171673645270134,5397049.490000001,26483.769999999997,0.004907083036587087,1.6408085835889732
DEVELOPMENT_DISCOVERY,2010-07,DEVELOPMENT,127184,337,0.002649704365328972,5584611.489999996,35197.47999999999,0.006302583458674941,1.8762812445757044
DEVELOPMENT_DISCOVERY,2010-09,DEVELOPMENT,125042,301,0.0024071911837622558,5477571.05,44355.16,0.008097596470245695,1.704555319189489
DEVELOPMENT_DISCOVERY,2011-01,DEVELOPMENT,130821,55,0.0004204217977236071,5641020.509999996,6214.92,0.001101736820311615,0.2977047342342541
DEVELOPMENT_DISCOVERY,2000-06,DEVELOPMENT,14907,25,0.0016770644663580867,693396.2800000001,2615.74,0.003772359436367324,1.1875455410593971
DEVELOPMENT_DISCOVERY,2000-08,DEVELOPMENT,15704,2,0.00012735608762098828,716634.6600000003,223.45,0.00031180462301390766,0.09018207529583512
DEVELOPMENT_DISCOVERY,2001-04,DEVELOPMENT,19677,22,0.0011180566143212888,901381.7599999983,1896.1000000000001,0.002103548223562904,0.7917066836867277
DEVELOPMENT_DISCOVERY,1998-02,DEVELOPMENT,5084,0,0.0,228945.74999999994,,,0.0
DEVELOPMENT_DISCOVERY,1999-03,DEVELOPMENT,8951,6,0.0006703161657915317,414901.29000000015,481.78000000000003,0.001161191858429748,0.474657349048976
DEVELOPMENT_DISCOVERY,1999-05,DEVELOPMENT,9532,9,0.0009441879983214436,444092.6300000002,900.64,0.0020280453652203136,0.668588637956995
DEVELOPMENT_DISCOVERY,1999-08,DEVELOPMENT,10217,0,0.0,471529.4,,,0.0
DEVELOPMENT_DISCOVERY,1996-11,DEVELOPMENT,2822,0,0.0,135043.21,,,0.0
DEVELOPMENT_DISCOVERY,1994-04,DEVELOPMENT,1180,0,0.0,64172.96000000001,,,0.0
DEVELOPMENT_DISCOVERY,1994-11,DEVELOPMENT,1429,0,0.0,73576.16000000003,,,0.0
DEVELOPMENT_DISCOVERY,1995-02,DEVELOPMENT,1621,0,0.0,79030.21000000002,,,0.0
